date,year,month,day,weekday,temp_max,temp_min,precipitation,wind_max
2019-01-01,2019,1,1,1,0.7,-2.4,0.9,24.3
2019-01-02,2019,1,2,2,1.0,-1.3,3.1,23.7
2019-01-03,2019,1,3,3,-0.4,-6.2,0.6,15.7
2019-01-04,2019,1,4,4,-1.0,-7.5,0.6,15.3
2019-01-05,2019,1,5,5,-4.0,-5.5,2.4,21.6
2019-01-06,2019,1,6,6,-4.2,-7.1,2.4,17.6
2019-01-07,2019,1,7,0,-6.1,-8.9,0.0,16.3
2019-01-08,2019,1,8,1,-8.5,-10.7,0.0,8.5
2019-01-09,2019,1,9,2,-10.8,-16.6,0.0,11.6
2019-01-10,2019,1,10,3,-7.6,-17.1,0.3,14.2
2019-01-11,2019,1,11,4,-8.3,-11.7,0.0,18.4
2019-01-12,2019,1,12,5,-3.6,-11.7,1.5,19.5
2019-01-13,2019,1,13,6,-0.5,-3.3,1.0,21.0
2019-01-14,2019,1,14,0,0.7,-6.3,1.4,23.9
2019-01-15,2019,1,15,1,-0.8,-4.2,1.1,25.3
2019-01-16,2019,1,16,2,-1.0,-5.4,1.4,22.0
2019-01-17,2019,1,17,3,1.1,-6.8,0.0,25.1
2019-01-18,2019,1,18,4,3.4,0.1,0.8,18.4
2019-01-19,2019,1,19,5,0.4,-7.5,0.2,20.4
2019-01-20,2019,1,20,6,-4.6,-8.5,0.7,11.8
2019-01-21,2019,1,21,0,-3.0,-7.5,0.0,16.2
2019-01-22,2019,1,22,1,-4.7,-10.0,0.0,13.0
2019-01-23,2019,1,23,2,-7.7,-9.2,12.8,19.6
2019-01-24,2019,1,24,3,-7.3,-11.2,0.2,18.8
2019-01-25,2019,1,25,4,-9.3,-14.5,0.0,19.1
2019-01-26,2019,1,26,5,-6.2,-9.5,4.8,13.8
2019-01-27,2019,1,27,6,-6.3,-11.9,4.2,18.1
2019-01-28,2019,1,28,0,-2.8,-12.8,0.0,19.5
2019-01-29,2019,1,29,1,2.4,-2.3,0.3,21.6
2019-01-30,2019,1,30,2,3.3,0.3,3.6,15.3
2019-01-31,2019,1,31,3,1.5,-0.2,4.7,16.3
2019-02-01,2019,2,1,4,2.1,-0.0,0.6,14.1
2019-02-02,2019,2,2,5,2.6,0.6,0.0,17.8
2019-02-03,2019,2,3,6,3.0,0.5,0.5,17.3
2019-02-04,2019,2,4,0,5.2,0.6,0.2,16.4
2019-02-05,2019,2,5,1,0.4,-1.0,0.3,12.0
2019-02-06,2019,2,6,2,0.7,-1.6,5.6,15.3
2019-02-07,2019,2,7,3,1.3,-5.2,0.0,14.8
2019-02-08,2019,2,8,4,0.5,-4.5,0.0,10.7
2019-02-09,2019,2,9,5,-1.4,-7.2,0.0,12.3
2019-02-10,2019,2,10,6,0.9,-7.9,0.0,13.4
2019-02-11,2019,2,11,0,3.0,-3.1,0.3,23.7
2019-02-12,2019,2,12,1,1.9,0.3,11.9,23.9
2019-02-13,2019,2,13,2,0.3,-2.7,2.5,27.8
2019-02-14,2019,2,14,3,1.4,-2.2,0.5,13.5
2019-02-15,2019,2,15,4,3.0,-4.5,0.0,15.1
2019-02-16,2019,2,16,5,5.6,1.9,0.0,15.9
2019-02-17,2019,2,17,6,9.0,1.7,0.0,23.6
2019-02-18,2019,2,18,0,4.3,-3.3,0.0,18.2
2019-02-19,2019,2,19,1,6.8,-5.1,0.0,17.9
2019-02-20,2019,2,20,2,6.8,0.2,0.3,20.3
2019-02-21,2019,2,21,3,3.5,-3.7,0.1,29.4
2019-02-22,2019,2,22,4,-4.2,-6.5,0.0,26.7
2019-02-23,2019,2,23,5,-1.7,-6.7,0.4,22.7
2019-02-24,2019,2,24,6,0.8,-3.9,0.4,16.3
2019-02-25,2019,2,25,0,7.1,-0.7,0.0,25.1
2019-02-26,2019,2,26,1,2.8,0.7,3.6,25.3
2019-02-27,2019,2,27,2,2.5,-0.2,0.6,24.1
2019-02-28,2019,2,28,3,9.6,-0.5,0.2,29.7
2019-03-01,2019,3,1,4,2.9,-2.9,1.2,34.3
2019-03-02,2019,3,2,5,-0.7,-5.3,0.0,24.5
2019-03-03,2019,3,3,6,3.8,-5.8,0.0,21.3
2019-03-04,2019,3,4,0,8.0,1.8,4.5,24.2
2019-03-05,2019,3,5,1,7.2,3.8,3.6,23.5
2019-03-06,2019,3,6,2,7.8,-1.5,0.7,26.1
2019-03-07,2019,3,7,3,8.4,-1.9,0.0,24.6
2019-03-08,2019,3,8,4,16.1,5.7,0.1,24.3
2019-03-09,2019,3,9,5,12.1,4.5,0.5,19.6
2019-03-10,2019,3,10,6,7.7,1.8,1.6,33.0
2019-03-11,2019,3,11,0,8.1,-0.6,2.9,46.0
2019-03-12,2019,3,12,1,5.5,-2.7,0.6,16.6
2019-03-13,2019,3,13,2,5.0,-4.1,0.0,12.2
2019-03-14,2019,3,14,3,6.4,-0.0,0.0,21.4
2019-03-15,2019,3,15,4,8.2,0.8,0.0,17.2
2019-03-16,2019,3,16,5,5.5,0.6,3.9,23.5
2019-03-17,2019,3,17,6,9.4,2.8,0.5,23.8
2019-03-18,2019,3,18,0,16.7,2.2,0.0,25.2
2019-03-19,2019,3,19,1,9.1,5.2,3.4,19.1
2019-03-20,2019,3,20,2,8.4,3.4,2.1,12.1
2019-03-21,2019,3,21,3,7.6,-0.4,0.0,19.8
2019-03-22,2019,3,22,4,12.9,3.7,0.9,33.2
2019-03-23,2019,3,23,5,5.9,0.7,0.0,29.0
2019-03-24,2019,3,24,6,11.5,-1.8,0.4,21.5
2019-03-25,2019,3,25,0,9.6,-1.2,0.1,10.2
2019-03-26,2019,3,26,1,7.6,0.2,2.7,19.2
2019-03-27,2019,3,27,2,2.7,-1.5,7.9,25.2
2019-03-28,2019,3,28,3,5.2,-4.0,0.0,14.3
2019-03-29,2019,3,29,4,9.5,-1.2,0.0,19.9
2019-03-30,2019,3,30,5,13.8,4.6,0.0,17.9
2019-03-31,2019,3,31,6,18.1,3.0,0.0,13.6
2019-04-01,2019,4,1,0,10.1,3.5,0.0,25.3
2019-04-02,2019,4,2,1,8.6,0.2,0.0,21.6
2019-04-03,2019,4,3,2,9.5,-2.6,0.0,11.9
2019-04-04,2019,4,4,3,10.5,0.0,0.0,11.3
2019-04-05,2019,4,5,4,13.4,-2.0,0.0,12.1
2019-04-06,2019,4,6,5,14.2,0.1,0.0,14.8
2019-04-07,2019,4,7,6,17.7,4.2,0.0,22.0
2019-04-08,2019,4,8,0,19.8,7.0,0.0,15.6
2019-04-09,2019,4,9,1,18.0,9.7,0.1,14.3
2019-04-10,2019,4,10,2,15.6,6.9,0.1,21.3
2019-04-11,2019,4,11,3,12.7,8.4,8.1,20.0
2019-04-12,2019,4,12,4,8.8,5.5,2.3,22.7
2019-04-13,2019,4,13,5,9.2,3.8,0.0,19.6
2019-04-14,2019,4,14,6,8.9,1.8,0.0,23.3
2019-04-15,2019,4,15,0,6.6,0.6,1.3,26.1
2019-04-16,2019,4,16,1,11.0,3.2,10.2,25.1
2019-04-17,2019,4,17,2,13.8,6.3,1.6,24.9
2019-04-18,2019,4,18,3,13.4,2.0,0.0,10.8
2019-04-19,2019,4,19,4,13.2,3.3,0.6,18.7
2019-04-20,2019,4,20,5,14.2,2.2,0.0,9.8
2019-04-21,2019,4,21,6,14.9,5.7,0.0,18.5
2019-04-22,2019,4,22,0,15.6,2.9,0.0,14.5
2019-04-23,2019,4,23,1,18.6,3.7,0.0,12.1
2019-04-24,2019,4,24,2,20.4,4.6,0.0,13.4
2019-04-25,2019,4,25,3,20.7,5.1,0.0,17.3
2019-04-26,2019,4,26,4,21.0,7.2,0.0,14.8
2019-04-27,2019,4,27,5,21.3,10.6,5.1,20.6
2019-04-28,2019,4,28,6,21.9,10.9,6.4,15.3
2019-04-29,2019,4,29,0,14.2,7.6,16.4,22.4
2019-04-30,2019,4,30,1,11.2,6.5,2.2,17.4
2019-05-01,2019,5,1,2,11.9,4.8,14.8,18.9
2019-05-02,2019,5,2,3,16.2,6.1,1.4,18.8
2019-05-03,2019,5,3,4,19.3,7.9,2.0,18.6
2019-05-04,2019,5,4,5,16.5,8.1,0.1,15.1
2019-05-05,2019,5,5,6,20.7,10.9,0.0,24.5
2019-05-06,2019,5,6,0,17.8,12.5,4.7,23.0
2019-05-07,2019,5,7,1,19.2,12.3,10.0,15.9
2019-05-08,2019,5,8,2,12.1,7.1,0.2,24.5
2019-05-09,2019,5,9,3,13.0,6.8,1.4,11.8
2019-05-10,2019,5,10,4,15.9,8.1,0.8,13.6
2019-05-11,2019,5,11,5,18.6,9.3,4.5,14.3
2019-05-12,2019,5,12,6,19.5,7.8,0.9,8.9
2019-05-13,2019,5,13,0,20.6,9.5,0.4,9.4
2019-05-14,2019,5,14,1,22.2,13.1,0.0,11.5
2019-05-15,2019,5,15,2,23.0,12.5,5.0,10.3
2019-05-16,2019,5,16,3,24.5,14.1,3.3,23.4
2019-05-17,2019,5,17,4,25.0,16.3,0.7,23.0
2019-05-18,2019,5,18,5,24.4,15.5,0.0,22.7
2019-05-19,2019,5,19,6,24.5,13.3,0.0,18.7
2019-05-20,2019,5,20,0,25.7,15.4,0.0,24.3
2019-05-21,2019,5,21,1,22.6,16.1,10.8,28.3
2019-05-22,2019,5,22,2,21.7,12.6,3.1,8.9
2019-05-23,2019,5,23,3,23.1,13.8,1.5,9.7
2019-05-24,2019,5,24,4,23.5,14.5,1.5,7.9
2019-05-25,2019,5,25,5,21.7,13.8,7.7,13.9
2019-05-26,2019,5,26,6,22.6,14.2,0.1,21.9
2019-05-27,2019,5,27,0,25.1,13.0,0.6,15.6
2019-05-28,2019,5,28,1,26.1,17.0,0.0,25.3
2019-05-29,2019,5,29,2,26.3,16.6,3.4,23.4
2019-05-30,2019,5,30,3,25.5,16.1,1.3,14.8
2019-05-31,2019,5,31,4,24.5,16.8,0.2,13.8
2019-06-01,2019,6,1,5,25.8,17.1,2.6,17.6
2019-06-02,2019,6,2,6,25.1,16.6,1.4,10.3
2019-06-03,2019,6,3,0,26.8,16.0,0.1,11.5
2019-06-04,2019,6,4,1,27.1,16.6,0.0,18.6
2019-06-05,2019,6,5,2,24.9,17.4,3.0,19.0
2019-06-06,2019,6,6,3,27.0,17.1,1.1,15.9
2019-06-07,2019,6,7,4,26.2,17.7,4.7,13.3
2019-06-08,2019,6,8,5,27.0,16.0,2.1,13.0
2019-06-09,2019,6,9,6,26.4,16.8,2.5,10.8
2019-06-10,2019,6,10,0,28.3,17.2,0.2,12.8
2019-06-11,2019,6,11,1,29.5,18.1,0.0,14.8
2019-06-12,2019,6,12,2,29.6,19.2,0.0,13.0
2019-06-13,2019,6,13,3,30.7,19.0,0.1,12.3
2019-06-14,2019,6,14,4,30.3,19.8,0.0,12.7
2019-06-15,2019,6,15,5,31.6,20.3,0.0,13.7
2019-06-16,2019,6,16,6,29.4,19.3,0.0,12.2
2019-06-17,2019,6,17,0,30.8,19.0,0.3,12.4
2019-06-18,2019,6,18,1,27.5,20.1,0.0,15.6
2019-06-19,2019,6,19,2,28.0,18.6,0.1,11.7
2019-06-20,2019,6,20,3,29.0,19.1,0.1,12.5
2019-06-21,2019,6,21,4,30.8,19.4,0.0,15.9
2019-06-22,2019,6,22,5,31.8,19.1,0.0,10.0
2019-06-23,2019,6,23,6,30.9,19.3,1.4,15.3
2019-06-24,2019,6,24,0,29.8,19.9,0.1,19.1
2019-06-25,2019,6,25,1,28.0,19.4,0.0,17.4
2019-06-26,2019,6,26,2,29.7,16.7,0.0,11.6
2019-06-27,2019,6,27,3,28.1,20.3,8.6,24.9
2019-06-28,2019,6,28,4,20.4,15.9,1.6,33.1
2019-06-29,2019,6,29,5,20.0,13.1,0.3,23.4
2019-06-30,2019,6,30,6,25.6,12.7,0.0,21.4
2019-07-01,2019,7,1,0,33.2,17.5,0.0,19.7
2019-07-02,2019,7,2,1,26.9,19.7,0.0,16.2
2019-07-03,2019,7,3,2,25.0,17.4,0.0,23.1
2019-07-04,2019,7,4,3,21.7,12.4,0.0,21.2
2019-07-05,2019,7,5,4,23.7,11.5,1.0,20.9
2019-07-06,2019,7,6,5,23.2,14.4,0.1,23.1
2019-07-07,2019,7,7,6,26.8,17.5,5.2,25.1
2019-07-08,2019,7,8,0,21.3,15.5,2.5,19.5
2019-07-09,2019,7,9,1,20.1,13.4,0.8,23.9
2019-07-10,2019,7,10,2,18.9,13.1,3.7,22.7
2019-07-11,2019,7,11,3,19.0,11.4,4.5,19.0
2019-07-12,2019,7,12,4,20.7,11.9,3.8,17.8
2019-07-13,2019,7,13,5,21.5,12.2,4.0,14.2
2019-07-14,2019,7,14,6,22.1,13.2,1.4,10.0
2019-07-15,2019,7,15,0,17.5,13.8,11.5,10.4
2019-07-16,2019,7,16,1,22.6,12.3,0.6,11.5
2019-07-17,2019,7,17,2,21.1,13.7,1.0,16.4
2019-07-18,2019,7,18,3,20.0,11.5,2.4,22.1
2019-07-19,2019,7,19,4,24.1,13.7,0.1,16.1
2019-07-20,2019,7,20,5,27.3,15.1,0.0,11.1
2019-07-21,2019,7,21,6,27.1,16.0,0.1,7.6
2019-07-22,2019,7,22,0,24.3,16.8,7.3,17.3
2019-07-23,2019,7,23,1,24.2,16.1,0.6,18.2
2019-07-24,2019,7,24,2,21.8,15.3,8.7,23.0
2019-07-25,2019,7,25,3,24.8,15.5,0.3,16.4
2019-07-26,2019,7,26,4,24.0,14.9,2.9,10.9
2019-07-27,2019,7,27,5,26.0,15.3,0.0,12.7
2019-07-28,2019,7,28,6,28.9,16.0,0.0,10.2
2019-07-29,2019,7,29,0,28.1,18.9,0.2,8.7
2019-07-30,2019,7,30,1,28.3,20.1,3.8,10.8
2019-07-31,2019,7,31,2,24.2,16.6,3.7,20.2
2019-08-01,2019,8,1,3,19.1,12.8,0.0,12.3
2019-08-02,2019,8,2,4,22.2,13.7,0.8,18.9
2019-08-03,2019,8,3,5,20.5,14.0,0.0,8.3
2019-08-04,2019,8,4,6,20.6,14.6,0.0,23.8
2019-08-05,2019,8,5,0,20.0,11.3,0.4,16.6
2019-08-06,2019,8,6,1,23.7,9.8,0.0,10.2
2019-08-07,2019,8,7,2,27.9,12.7,0.0,14.3
2019-08-08,2019,8,8,3,28.0,17.9,4.3,27.4
2019-08-09,2019,8,9,4,25.9,16.4,3.1,17.8
2019-08-10,2019,8,10,5,24.1,15.3,0.0,19.3
2019-08-11,2019,8,11,6,24.0,13.3,0.3,12.2
2019-08-12,2019,8,12,0,27.7,15.9,0.6,9.7
2019-08-13,2019,8,13,1,33.4,19.0,0.0,20.2
2019-08-14,2019,8,14,2,31.4,20.7,0.1,17.3
2019-08-15,2019,8,15,3,22.1,16.6,1.9,23.1
2019-08-16,2019,8,16,4,17.4,15.2,4.3,19.8
2019-08-17,2019,8,17,5,18.4,14.4,0.1,21.3
2019-08-18,2019,8,18,6,24.9,14.1,0.0,16.1
2019-08-19,2019,8,19,0,27.8,12.1,0.0,11.5
2019-08-20,2019,8,20,1,29.9,15.5,0.0,10.9
2019-08-21,2019,8,21,2,30.2,16.8,0.0,10.4
2019-08-22,2019,8,22,3,23.8,18.1,0.0,22.9
2019-08-23,2019,8,23,4,23.8,15.8,0.0,20.4
2019-08-24,2019,8,24,5,25.9,15.1,0.0,15.2
2019-08-25,2019,8,25,6,26.2,14.3,0.0,12.0
2019-08-26,2019,8,26,0,27.1,15.1,0.0,10.0
2019-08-27,2019,8,27,1,27.1,14.3,0.0,13.7
2019-08-28,2019,8,28,2,26.7,16.2,0.0,12.5
2019-08-29,2019,8,29,3,25.6,15.2,0.0,13.5
2019-08-30,2019,8,30,4,27.2,12.8,0.0,10.1
2019-08-31,2019,8,31,5,27.3,17.2,0.1,13.0
2019-09-01,2019,9,1,6,25.8,16.2,0.5,11.2
2019-09-02,2019,9,2,0,28.0,14.8,0.0,10.2
2019-09-03,2019,9,3,1,30.4,16.6,0.1,21.8
2019-09-04,2019,9,4,2,19.0,14.2,0.8,22.0
2019-09-05,2019,9,5,3,20.4,12.4,0.0,14.4
2019-09-06,2019,9,6,4,22.9,13.1,0.0,9.5
2019-09-07,2019,9,7,5,25.0,12.7,0.4,10.9
2019-09-08,2019,9,8,6,27.6,14.8,0.0,18.4
2019-09-09,2019,9,9,0,26.4,13.8,0.0,20.9
2019-09-10,2019,9,10,1,25.7,14.3,0.0,22.7
2019-09-11,2019,9,11,2,25.9,12.8,0.0,13.4
2019-09-12,2019,9,12,3,26.6,12.5,0.0,9.7
2019-09-13,2019,9,13,4,27.0,13.1,0.0,14.5
2019-09-14,2019,9,14,5,20.2,12.8,0.6,20.9
2019-09-15,2019,9,15,6,20.3,9.9,0.0,19.7
2019-09-16,2019,9,16,0,23.0,13.2,0.0,24.9
2019-09-17,2019,9,17,1,17.9,12.4,0.0,22.4
2019-09-18,2019,9,18,2,12.9,9.4,1.2,34.4
2019-09-19,2019,9,19,3,13.5,7.2,3.5,23.0
2019-09-20,2019,9,20,4,12.7,5.7,3.0,18.3
2019-09-21,2019,9,21,5,14.1,3.9,1.2,19.6
2019-09-22,2019,9,22,6,17.7,10.7,0.5,27.7
2019-09-23,2019,9,23,0,12.3,5.8,0.1,15.2
2019-09-24,2019,9,24,1,13.8,1.1,0.0,9.4
2019-09-25,2019,9,25,2,17.0,4.1,0.0,13.7
2019-09-26,2019,9,26,3,12.3,10.6,14.0,18.7
2019-09-27,2019,9,27,4,12.2,9.8,0.0,14.1
2019-09-28,2019,9,28,5,17.0,8.5,2.1,14.0
2019-09-29,2019,9,29,6,17.9,12.1,10.8,17.2
2019-09-30,2019,9,30,0,19.3,11.2,0.9,27.1
2019-10-01,2019,10,1,1,16.3,9.8,2.2,30.8
2019-10-02,2019,10,2,2,21.6,9.7,0.0,18.4
2019-10-03,2019,10,3,3,23.4,11.9,2.6,21.6
2019-10-04,2019,10,4,4,11.4,8.1,5.2,19.9
2019-10-05,2019,10,5,5,11.5,5.0,0.8,13.0
2019-10-06,2019,10,6,6,9.0,5.6,2.5,19.7
2019-10-07,2019,10,7,0,5.7,0.9,0.0,14.5
2019-10-08,2019,10,8,1,9.7,-0.9,0.3,17.7
2019-10-09,2019,10,9,2,12.9,5.8,0.4,19.7
2019-10-10,2019,10,10,3,16.8,8.3,1.1,23.4
2019-10-11,2019,10,11,4,14.3,7.2,1.2,17.9
2019-10-12,2019,10,12,5,16.6,7.0,0.0,23.4
2019-10-13,2019,10,13,6,20.6,9.6,0.0,18.9
2019-10-14,2019,10,14,0,21.8,9.0,0.0,14.2
2019-10-15,2019,10,15,1,21.4,8.6,0.0,10.9
2019-10-16,2019,10,16,2,19.2,9.6,0.0,15.2
2019-10-17,2019,10,17,3,20.3,8.7,0.0,12.6
2019-10-18,2019,10,18,4,19.3,7.8,0.0,10.6
2019-10-19,2019,10,19,5,21.2,8.2,0.0,11.8
2019-10-20,2019,10,20,6,18.7,8.9,0.0,14.3
2019-10-21,2019,10,21,0,19.6,9.1,0.0,13.0
2019-10-22,2019,10,22,1,18.9,8.0,0.0,9.0
2019-10-23,2019,10,23,2,16.0,8.5,0.0,11.7
2019-10-24,2019,10,24,3,13.4,8.3,0.5,7.9
2019-10-25,2019,10,25,4,14.4,10.6,0.2,12.6
2019-10-26,2019,10,26,5,15.7,8.1,0.0,9.8
2019-10-27,2019,10,27,6,16.1,9.3,0.0,20.0
2019-10-28,2019,10,28,0,12.2,6.9,0.7,18.6
2019-10-29,2019,10,29,1,10.1,5.1,0.0,15.6
2019-10-30,2019,10,30,2,6.2,-0.0,0.0,23.1
2019-10-31,2019,10,31,3,4.5,-4.5,0.2,8.7
2019-11-01,2019,11,1,4,5.7,-3.4,0.1,14.7
2019-11-02,2019,11,2,5,7.5,-1.8,0.0,26.0
2019-11-03,2019,11,3,6,11.1,6.9,0.7,25.6
2019-11-04,2019,11,4,0,17.2,10.0,2.9,23.8
2019-11-05,2019,11,5,1,16.0,10.9,0.6,23.5
2019-11-06,2019,11,6,2,17.6,8.8,0.0,19.4
2019-11-07,2019,11,7,3,9.4,5.1,4.5,10.5
2019-11-08,2019,11,8,4,12.3,6.4,0.3,17.1
2019-11-09,2019,11,9,5,14.8,9.2,7.2,21.1
2019-11-10,2019,11,10,6,15.4,10.3,0.0,21.9
2019-11-11,2019,11,11,0,14.2,7.8,5.6,18.7
2019-11-12,2019,11,12,1,10.7,3.0,0.0,22.7
2019-11-13,2019,11,13,2,13.0,8.3,0.0,29.4
2019-11-14,2019,11,14,3,9.5,5.3,0.0,25.1
2019-11-15,2019,11,15,4,8.8,2.3,0.0,15.6
2019-11-16,2019,11,16,5,10.6,6.6,0.7,15.5
2019-11-17,2019,11,17,6,11.6,6.8,0.2,14.3
2019-11-18,2019,11,18,0,6.3,2.9,0.1,17.5
2019-11-19,2019,11,19,1,7.8,4.0,0.9,11.3
2019-11-20,2019,11,20,2,6.7,2.3,0.1,20.9
2019-11-21,2019,11,21,3,2.3,-5.3,0.0,28.0
2019-11-22,2019,11,22,4,-3.3,-7.9,0.0,21.9
2019-11-23,2019,11,23,5,-2.3,-7.7,0.0,18.6
2019-11-24,2019,11,24,6,-1.0,-6.5,0.0,16.5
2019-11-25,2019,11,25,0,-0.4,-6.8,0.0,13.9
2019-11-26,2019,11,26,1,0.0,-3.2,0.0,8.4
2019-11-27,2019,11,27,2,1.9,-3.1,0.0,9.4
2019-11-28,2019,11,28,3,1.8,-2.6,0.1,16.0
2019-11-29,2019,11,29,4,4.3,0.6,6.0,16.0
2019-11-30,2019,11,30,5,4.4,-1.5,0.2,25.3
2019-12-01,2019,12,1,6,1.8,-3.0,0.1,20.7
2019-12-02,2019,12,2,0,1.6,-1.9,1.6,19.8
2019-12-03,2019,12,3,1,1.0,-2.9,0.6,22.7
2019-12-04,2019,12,4,2,1.1,-1.9,0.0,22.8
2019-12-05,2019,12,5,3,4.2,0.0,0.0,21.6
2019-12-06,2019,12,6,4,4.7,-2.1,0.0,16.4
2019-12-07,2019,12,7,5,3.0,-3.2,0.0,14.7
2019-12-08,2019,12,8,6,5.4,-0.4,0.0,18.0
2019-12-09,2019,12,9,0,5.9,0.8,0.0,17.4
2019-12-10,2019,12,10,1,5.2,-0.7,0.0,12.6
2019-12-11,2019,12,11,2,3.0,1.6,0.3,11.2
2019-12-12,2019,12,12,3,3.5,1.3,0.0,16.1
2019-12-13,2019,12,13,4,1.2,-0.4,0.0,20.7
2019-12-14,2019,12,14,5,2.0,-0.5,0.3,19.2
2019-12-15,2019,12,15,6,6.4,1.7,3.7,19.8
2019-12-16,2019,12,16,0,9.1,2.1,0.4,17.7
2019-12-17,2019,12,17,1,9.6,1.1,0.0,15.0
2019-12-18,2019,12,18,2,12.4,3.5,0.0,19.7
2019-12-19,2019,12,19,3,8.6,-0.1,0.0,18.4
2019-12-20,2019,12,20,4,5.0,-2.2,0.0,18.4
2019-12-21,2019,12,21,5,8.7,3.1,0.7,18.5
2019-12-22,2019,12,22,6,9.6,4.0,3.1,17.1
2019-12-23,2019,12,23,0,11.2,4.8,2.1,18.6
2019-12-24,2019,12,24,1,8.2,5.6,1.3,16.3
2019-12-25,2019,12,25,2,5.7,4.8,7.3,11.3
2019-12-26,2019,12,26,3,5.4,4.2,4.9,10.8
2019-12-27,2019,12,27,4,4.1,0.6,6.5,19.9
2019-12-28,2019,12,28,5,1.9,-0.1,5.0,19.2
2019-12-29,2019,12,29,6,-0.1,-1.3,2.8,20.1
2019-12-30,2019,12,30,0,-1.2,-4.2,0.1,24.1
2019-12-31,2019,12,31,1,4.9,-0.6,4.3,27.8
